accident_index,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,hour_of_day,road_type,speed_limit,junction_control,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,vehicle_type
ACC069146,3,2,2,4,9,9,30,2,6,2,1,2,1
ACC069147,3,1,2,4,16,2,50,0,1,2,1,2,1
ACC069148,3,2,1,6,13,9,30,1,4,2,1,1,9
ACC069149,3,2,4,3,4,1,70,0,6,6,5,1,9
ACC069150,1,2,1,2,8,1,30,2,6,7,1,1,1
ACC069151,3,2,2,2,9,2,40,1,5,5,4,1,1
ACC069152,3,2,2,3,16,2,30,0,1,1,2,1,3
ACC069153,3,2,3,2,12,1,30,2,1,8,1,1,1
ACC069154,3,2,3,2,16,7,70,1,1,3,1,1,1
ACC069155,3,2,1,4,7,7,30,0,1,2,2,2,11
ACC069156,3,2,1,7,15,6,70,0,1,1,1,1,1
ACC069157,3,3,1,4,10,9,60,4,5,2,1,2,11
ACC069158,1,3,2,5,7,6,60,0,1,2,5,2,3
ACC069159,3,2,2,1,7,1,30,1,1,1,1,1,5
ACC069160,3,1,1,3,19,1,30,0,1,1,1,2,4
ACC069161,2,2,1,6,20,1,40,1,4,2,1,2,5
ACC069162,3,2,1,3,9,1,60,1,1,1,2,2,4
ACC069163,3,2,1,2,15,2,70,4,4,1,1,1,3
ACC069164,2,2,2,1,13,12,30,2,7,2,4,2,11
ACC069165,1,2,1,7,11,9,20,4,4,1,1,2,5
ACC069166,3,3,1,1,17,3,40,2,1,1,5,1,3
ACC069167,2,2,1,1,9,9,40,2,1,1,4,2,1
ACC069168,3,2,1,7,20,12,70,2,1,8,1,2,11
ACC069169,3,2,1,3,16,1,30,1,1,1,1,1,9
ACC069170,2,1,4,5,18,9,70,2,1,2,1,1,1
ACC069171,3,3,1,1,17,9,70,2,1,1,1,2,1
ACC069172,3,2,3,4,16,6,30,2,1,1,2,1,4
ACC069173,3,1,1,4,14,2,30,4,1,1,2,2,11
ACC069174,3,2,2,1,6,1,30,4,4,9,1,1,3
ACC069175,3,3,1,3,13,2,40,2,7,1,1,1,11
ACC069176,3,1,1,4,7,1,60,1,4,2,1,1,3
ACC069177,3,2,1,2,22,6,40,4,1,2,3,2,3
ACC069178,3,2,1,4,10,1,30,0,7,4,1,1,3
ACC069179,3,3,2,5,18,7,30,0,1,2,2,1,2
ACC069180,3,2,4,2,22,1,30,4,4,1,4,1,1
ACC069181,3,1,2,7,5,7,50,0,1,2,1,1,5
ACC069182,3,1,1,6,7,2,50,0,4,8,2,2,1
ACC069183,3,2,1,4,14,7,60,1,6,5,2,2,1
ACC069184,3,2,1,1,14,2,40,4,1,2,1,2,3
ACC069185,3,2,2,5,6,1,30,2,4,2,2,1,11
ACC069186,3,4,2,3,13,7,50,2,1,1,2,1,9
ACC069187,3,2,2,7,2,1,50,1,1,2,2,1,11
ACC069188,3,2,2,4,20,3,40,1,5,1,2,1,11
ACC069189,3,1,1,1,17,1,30,1,4,1,1,1,11
ACC069190,3,2,1,3,15,3,30,2,6,2,4,2,11
ACC069191,3,4,3,7,9,7,30,4,7,1,1,1,1
ACC069192,3,3,2,5,7,12,30,1,6,1,3,1,1
ACC069193,1,1,2,5,15,1,40,0,1,1,2,2,9
ACC069194,3,2,1,3,12,2,70,4,4,9,1,1,1
ACC069195,3,1,1,2,13,2,30,2,1,4,4,1,11
ACC069196,3,2,2,2,9,2,30,0,4,2,1,2,1
ACC069197,2,2,3,4,13,1,60,0,6,1,2,2,1
ACC069198,3,2,2,5,13,6,20,0,1,2,2,1,3
ACC069199,3,1,2,4,16,9,30,1,6,2,2,1,11
ACC069200,3,2,4,1,18,2,50,2,4,1,2,1,1
ACC069201,3,4,1,2,13,2,30,2,1,9,1,2,1
ACC069202,2,2,1,3,16,3,30,4,1,2,2,1,11
ACC069203,3,2,2,1,8,6,30,0,4,9,2,2,1
ACC069204,3,2,1,5,13,6,60,1,4,2,3,2,1
ACC069205,3,2,1,7,19,6,30,0,1,2,2,2,1
ACC069206,3,2,1,3,12,2,50,2,1,2,1,2,1
ACC069207,3,2,1,7,20,1,60,1,7,1,2,1,2
ACC069208,3,2,1,1,12,9,70,0,1,5,2,1,11
ACC069209,3,4,1,3,20,9,30,2,4,1,5,1,1
ACC069210,3,2,2,3,14,3,40,0,4,2,1,1,9
ACC069211,3,2,1,7,17,12,30,1,1,1,1,1,1
ACC069212,3,2,1,6,6,1,60,0,5,1,3,2,1
ACC069213,2,2,2,4,12,2,30,0,5,3,2,2,2
ACC069214,3,2,2,1,12,3,60,2,1,3,1,2,5
ACC069215,1,3,1,3,17,6,70,0,1,4,2,1,2
ACC069216,2,2,1,1,20,7,70,1,4,8,1,1,3
ACC069217,2,3,2,3,11,2,60,0,1,1,1,1,11
ACC069218,3,1,2,6,7,3,40,1,1,1,1,2,3
ACC069219,3,2,5,3,13,3,30,0,4,2,2,1,1
ACC069220,3,2,1,7,13,1,70,0,4,1,1,1,1
ACC069221,3,2,1,7,15,9,30,4,6,4,2,2,1
ACC069222,3,2,1,7,3,7,30,0,6,2,2,1,9
ACC069223,3,2,4,6,9,6,40,1,4,1,3,1,1
ACC069224,3,2,2,5,11,9,40,4,4,5,1,1,9
ACC069225,3,3,3,4,17,1,40,0,1,2,1,1,9
ACC069226,3,3,1,4,14,9,30,2,6,1,1,1,2
ACC069227,3,2,1,3,9,2,70,2,4,1,1,2,3
ACC069228,3,2,1,3,14,1,70,1,4,6,2,2,2
ACC069229,2,1,3,6,5,9,50,2,1,1,4,1,5
ACC069230,3,2,3,4,20,3,60,2,1,9,4,1,9
ACC069231,3,2,1,3,7,9,50,2,1,2,1,2,1
ACC069232,3,2,1,1,18,7,40,2,1,1,1,2,3
ACC069233,3,3,1,2,15,3,60,1,1,2,3,2,1
ACC069234,3,2,2,1,8,6,70,1,1,1,2,1,1
ACC069235,2,2,1,1,15,12,60,1,7,4,1,2,1
ACC069236,3,1,1,3,9,6,30,1,1,2,1,2,9
ACC069237,3,2,1,1,22,1,20,0,7,8,1,1,1
ACC069238,2,3,3,4,9,6,60,4,5,2,1,2,9
ACC069239,2,3,1,3,19,2,60,0,1,1,4,1,9
ACC069240,3,2,1,1,3,9,30,1,7,2,2,2,1
ACC069241,2,4,2,6,18,7,60,1,6,2,2,1,5
ACC069242,2,2,1,7,2,1,40,0,1,6,2,1,4
ACC069243,2,3,1,3,9,2,60,1,5,1,1,2,1
ACC069244,1,1,1,2,19,1,40,1,1,2,4,1,1
ACC069245,3,1,5,7,13,2,30,0,5,1,1,1,5
ACC069246,2,2,2,6,20,2,30,0,5,1,1,1,3
ACC069247,3,2,4,6,8,2,70,0,7,2,3,1,1
ACC069248,3,2,1,7,19,2,20,1,1,2,2,1,11
ACC069249,3,2,1,3,16,2,30,1,1,1,1,1,2
ACC069250,2,1,2,7,8,6,60,0,1,1,1,2,5
ACC069251,2,2,1,1,15,7,60,0,7,1,2,1,11
ACC069252,2,2,1,3,5,2,40,0,6,2,3,2,11
ACC069253,3,1,1,5,19,2,30,0,1,1,2,1,1
ACC069254,3,3,1,6,11,9,40,0,1,2,3,2,11
ACC069255,3,4,2,3,16,1,30,0,5,1,2,1,9
ACC069256,3,2,2,3,18,9,30,2,1,2,5,1,1
ACC069257,2,2,1,3,12,1,30,1,1,1,5,1,1
ACC069258,3,3,1,5,15,12,50,0,6,7,3,1,1
ACC069259,3,3,2,2,20,2,60,1,1,2,2,1,1
ACC069260,3,3,2,7,17,2,20,1,4,2,1,2,11
ACC069261,3,2,1,7,5,2,50,4,7,5,2,1,1
ACC069262,3,2,1,5,9,2,50,1,1,1,2,1,1
ACC069263,2,3,1,7,17,1,30,2,6,2,3,2,11
ACC069264,3,2,1,3,15,1,30,1,1,5,5,2,5
ACC069265,3,1,5,1,20,1,30,1,1,2,5,1,11
ACC069266,3,2,2,5,7,3,60,2,5,1,1,2,2
ACC069267,3,3,1,5,22,12,20,2,5,1,1,2,1
ACC069268,3,2,1,2,17,7,30,4,1,1,2,2,3
ACC069269,3,3,1,3,8,3,30,0,6,2,4,2,1
ACC069270,2,2,2,5,7,2,60,0,1,1,2,1,9
ACC069271,3,1,2,1,10,2,30,1,1,1,1,2,3
ACC069272,3,4,1,1,1,9,60,2,4,2,2,1,1
ACC069273,3,1,2,1,17,2,30,0,1,4,1,1,1
ACC069274,3,2,1,1,9,2,60,1,5,2,1,1,11
ACC069275,2,1,1,7,7,9,60,0,1,6,1,1,3
ACC069276,2,2,1,2,17,9,40,4,5,1,1,1,5
ACC069277,2,1,1,5,13,2,30,4,1,2,1,2,11
ACC069278,3,1,1,1,18,9,40,0,6,1,2,1,11
ACC069279,3,4,1,4,7,1,50,1,5,1,1,1,9
ACC069280,3,2,2,4,14,12,50,1,1,4,1,2,5
ACC069281,3,2,5,7,15,7,20,1,4,2,1,1,3
ACC069282,3,2,1,6,12,3,60,1,1,7,2,1,3
ACC069283,3,2,1,6,13,3,50,4,4,4,2,1,9
ACC069284,2,2,2,5,12,12,40,0,4,1,1,1,1
ACC069285,2,1,1,3,3,12,50,1,5,4,3,1,4
ACC069286,2,3,1,3,16,9,50,1,4,2,4,1,9
ACC069287,3,4,1,5,22,9,40,2,1,1,5,2,3
ACC069288,3,1,1,4,6,2,60,0,5,1,1,2,11
ACC069289,3,2,2,5,9,9,30,2,5,5,2,1,3
ACC069290,3,2,1,2,21,6,30,1,4,1,1,1,1
ACC069291,2,3,2,5,19,12,40,4,1,2,1,1,2
ACC069292,3,2,1,5,13,2,30,2,1,1,3,1,9
ACC069293,3,2,1,1,17,9,30,0,1,4,2,1,9
ACC069294,3,4,1,2,17,1,30,2,1,4,2,1,11
ACC069295,3,2,1,5,6,7,70,2,1,2,3,1,5
ACC069296,1,3,1,2,12,9,30,0,1,2,3,2,5
ACC069297,2,3,1,3,10,7,70,0,1,2,4,1,3
ACC069298,3,2,2,7,16,1,30,0,6,2,1,1,1
ACC069299,2,1,2,6,11,1,30,0,4,5,1,1,4
ACC069300,3,2,1,5,8,2,40,1,6,8,5,1,1
ACC069301,3,1,3,4,8,9,50,0,4,1,2,2,1
ACC069302,2,2,2,4,7,2,60,0,6,1,2,1,9
ACC069303,2,1,1,7,16,1,60,0,1,1,4,2,11
ACC069304,3,3,2,6,10,1,30,4,1,4,2,1,1
ACC069305,2,1,2,4,21,2,40,0,1,3,1,2,1
ACC069306,3,2,3,1,11,2,30,0,1,1,1,1,1
ACC069307,3,4,1,1,15,2,60,0,4,1,2,1,1
ACC069308,3,2,2,6,10,9,30,1,1,2,1,1,11
ACC069309,3,2,2,6,7,3,30,4,6,1,5,2,1
ACC069310,3,2,2,5,9,2,30,2,1,1,1,1,11
ACC069311,3,1,1,6,16,2,30,0,4,1,2,1,3
ACC069312,3,2,3,7,2,12,30,1,1,5,1,1,1
ACC069313,3,1,1,1,10,2,20,2,5,1,1,1,9
ACC069314,3,4,1,4,7,9,50,0,6,2,1,2,9
ACC069315,3,3,1,6,0,1,70,1,1,6,2,2,9
ACC069316,1,3,1,5,13,1,60,0,1,1,1,2,11
ACC069317,3,1,1,2,18,2,30,4,1,2,2,1,1
ACC069318,3,2,1,6,17,2,30,0,5,6,2,1,11
ACC069319,3,3,1,2,14,2,70,0,1,1,2,2,1
ACC069320,3,2,4,7,18,2,40,1,4,9,3,1,1
ACC069321,2,1,2,5,4,2,30,2,7,1,1,1,5
ACC069322,3,2,1,4,6,2,30,2,1,1,2,2,3
ACC069323,3,1,1,6,17,1,60,0,1,5,1,1,11
ACC069324,3,2,2,7,8,7,70,1,4,2,5,1,9
ACC069325,3,3,5,3,18,7,30,1,1,2,1,1,5
ACC069326,2,4,1,2,17,1,30,1,6,2,2,1,5
ACC069327,3,1,2,4,11,2,50,2,1,2,1,1,3
ACC069328,3,3,1,4,3,9,60,2,5,1,1,1,1
ACC069329,2,3,2,3,18,7,60,4,4,1,2,2,1
ACC069330,3,4,1,7,15,7,30,2,4,2,1,2,1
ACC069331,3,1,2,6,19,9,20,0,6,1,5,1,11
ACC069332,2,1,2,1,8,2,60,2,1,4,1,2,1
ACC069333,3,2,1,2,5,2,40,2,4,8,2,1,1
ACC069334,3,1,5,5,21,3,30,0,4,1,1,1,1
ACC069335,3,2,2,1,2,2,30,0,5,5,1,2,11
ACC069336,3,3,2,6,6,12,70,1,1,1,2,2,9
ACC069337,3,2,2,4,13,1,30,0,1,6,2,1,5
ACC069338,3,2,1,6,7,2,40,2,1,7,5,2,9
ACC069339,3,2,1,2,0,2,70,0,4,2,5,2,11
ACC069340,3,2,2,1,17,3,70,0,6,2,2,2,1
ACC069341,2,1,1,5,12,6,70,1,1,4,1,1,9
ACC069342,2,2,1,5,14,1,60,4,1,6,2,1,1
ACC069343,3,2,2,5,9,9,60,0,1,1,2,1,5
ACC069344,2,2,3,6,6,3,60,1,4,1,2,2,9
ACC069345,2,2,4,1,20,7,30,1,1,1,1,1,3
ACC069346,3,2,1,7,0,12,70,0,1,5,1,2,3
ACC069347,3,2,1,6,18,2,30,2,1,1,1,1,1
ACC069348,2,2,2,1,17,3,30,0,4,2,2,1,1
ACC069349,3,2,2,5,7,2,30,1,5,1,3,1,4
ACC069350,3,1,4,2,16,1,20,4,1,5,1,1,5
ACC069351,3,2,2,5,7,2,30,0,1,1,5,1,1
ACC069352,3,2,1,7,17,1,40,2,4,8,5,1,11
ACC069353,3,1,2,6,16,2,20,0,5,1,2,2,1
ACC069354,3,2,2,5,18,3,30,1,1,1,1,1,9
ACC069355,2,2,1,7,9,7,70,1,4,2,2,2,1
ACC069356,3,2,1,7,17,3,70,2,7,1,1,2,9
ACC069357,3,1,1,5,1,7,60,0,5,3,3,2,1
ACC069358,2,1,1,1,8,1,70,1,1,4,3,1,5
ACC069359,3,3,1,1,17,1,50,2,1,2,2,1,5
ACC069360,3,2,3,3,11,7,40,1,1,8,1,2,1
ACC069361,3,2,3,1,15,7,30,4,4,2,2,1,1
ACC069362,3,2,1,5,20,2,50,2,1,8,2,1,11
ACC069363,3,2,2,2,10,1,30,2,5,1,2,2,1
ACC069364,2,2,4,3,8,2,70,1,4,5,2,1,1
ACC069365,3,2,1,3,11,2,60,0,1,1,2,1,3
ACC069366,3,1,3,6,7,7,30,0,6,2,2,1,9
ACC069367,3,2,1,5,20,1,40,4,6,2,2,1,5
ACC069368,2,2,1,1,15,9,70,1,1,5,1,1,1
ACC069369,3,3,2,4,12,12,50,4,4,3,1,1,9
ACC069370,2,2,4,4,7,9,30,1,4,1,2,1,5
ACC069371,3,2,3,4,9,7,30,0,6,6,1,1,3
ACC069372,1,2,2,4,19,12,70,1,5,5,2,1,1
ACC069373,3,1,1,5,15,1,50,4,4,1,2,1,1
ACC069374,2,2,2,7,7,3,30,0,6,5,2,2,1
ACC069375,3,2,1,5,16,2,30,1,1,2,3,1,11
ACC069376,3,4,1,3,14,9,30,2,1,5,5,1,1
ACC069377,3,4,1,3,20,1,30,2,1,1,1,1,3
ACC069378,3,2,1,4,13,1,30,4,1,1,2,1,1
ACC069379,3,1,1,2,16,1,30,2,4,3,1,2,1
ACC069380,3,2,1,3,15,2,30,2,4,1,1,2,1
ACC069381,3,2,3,7,13,9,60,2,5,2,2,1,1
ACC069382,3,2,1,7,17,2,70,1,4,2,1,1,11
ACC069383,3,2,4,1,7,12,40,4,1,2,1,1,5
ACC069384,3,2,1,6,19,12,30,0,4,2,2,2,3
ACC069385,3,1,2,3,14,2,30,0,4,2,2,1,5
ACC069386,3,4,1,5,15,1,30,1,5,1,5,2,11
ACC069387,3,3,2,1,18,3,30,0,4,1,2,2,5
ACC069388,3,2,1,4,10,2,50,0,1,5,2,1,9
ACC069389,3,2,1,4,12,7,30,2,4,5,1,1,5
ACC069390,3,2,1,7,18,3,30,0,6,1,2,1,3
ACC069391,2,2,2,6,6,2,30,2,4,5,2,1,11
ACC069392,3,1,3,6,11,7,50,4,4,1,1,1,1
ACC069393,3,2,1,1,1,1,40,2,1,1,1,1,1
ACC069394,2,2,1,1,19,1,70,4,1,1,1,1,3
ACC069395,3,1,3,7,5,2,40,0,4,2,1,1,1
ACC069396,3,2,1,7,22,9,70,0,6,1,4,1,11
ACC069397,3,2,2,2,20,12,50,0,4,4,2,2,3
ACC069398,1,2,2,1,18,2,70,0,1,7,4,1,1
ACC069399,3,2,1,1,11,7,30,4,5,7,2,2,3
ACC069400,2,3,2,6,15,1,60,0,5,1,1,2,1
ACC069401,3,4,1,3,10,1,50,2,1,6,1,2,3
ACC069402,3,1,1,6,16,9,60,1,6,2,1,1,11
ACC069403,3,3,1,7,9,2,40,2,6,3,1,2,11
ACC069404,3,3,1,5,15,12,70,2,1,7,1,2,9
ACC069405,3,3,2,1,18,1,60,4,1,2,1,1,1
ACC069406,2,3,4,7,19,9,60,1,7,2,4,1,5
ACC069407,3,2,1,2,21,2,70,2,1,2,2,2,5
ACC069408,3,1,4,3,14,2,50,0,7,2,1,1,1
ACC069409,3,3,1,1,10,7,30,4,1,7,2,1,4
ACC069410,3,2,1,4,14,9,30,1,1,5,1,2,3
ACC069411,3,4,3,6,7,2,70,0,1,2,2,1,3
ACC069412,3,2,3,2,15,1,60,1,4,1,4,2,1
ACC069413,3,3,1,5,21,2,20,2,6,1,1,2,1
ACC069414,2,4,2,3,17,1,40,1,1,1,2,2,9
ACC069415,3,2,1,4,9,1,70,0,6,1,1,1,1
ACC069416,2,2,2,3,16,1,50,2,6,3,3,1,9
ACC069417,2,2,1,5,16,6,60,2,1,5,1,2,1
ACC069418,2,2,1,3,15,2,60,2,1,1,2,1,2
ACC069419,3,3,1,6,8,3,30,4,1,5,2,2,1
ACC069420,3,2,1,5,20,2,50,0,1,3,2,1,9
ACC069421,3,2,1,6,10,3,30,0,4,1,2,2,1
ACC069422,3,1,1,7,14,1,70,0,1,2,1,2,1
ACC069423,2,3,1,1,19,3,60,2,4,4,1,1,5
ACC069424,3,2,1,1,7,12,30,0,6,2,3,1,11
ACC069425,2,3,3,6,2,9,30,2,6,1,4,2,1
ACC069426,3,2,3,7,6,7,30,2,5,1,1,2,9
ACC069427,1,2,3,7,17,9,40,0,1,1,4,1,5
ACC069428,3,1,1,3,21,1,50,4,1,7,1,1,1
ACC069429,3,2,1,5,3,1,30,0,1,1,3,2,4
ACC069430,3,2,1,4,12,7,30,1,1,2,3,2,1
ACC069431,2,3,1,7,7,2,30,1,1,7,3,1,1
ACC069432,2,4,1,1,9,9,70,0,1,4,2,2,2
ACC069433,3,3,1,4,16,2,30,1,4,1,2,1,1
ACC069434,2,1,2,5,15,2,30,2,1,4,3,1,5
ACC069435,2,2,2,4,9,9,30,0,6,3,2,2,1
ACC069436,3,2,2,7,9,1,60,2,4,1,4,2,5
ACC069437,3,1,1,2,12,2,30,0,5,2,3,1,1
ACC069438,2,2,1,5,8,9,30,4,4,4,1,2,1
ACC069439,3,1,1,4,9,12,30,4,7,1,1,2,1
ACC069440,2,4,3,5,12,2,60,1,4,5,1,2,1
ACC069441,3,1,3,6,12,7,30,0,1,1,3,2,3
ACC069442,3,2,1,5,14,12,60,0,1,2,2,1,1
ACC069443,2,3,2,5,17,7,60,2,1,1,5,1,1
ACC069444,2,2,5,1,15,1,60,0,4,3,4,2,2
ACC069445,3,1,1,6,2,2,30,1,1,1,4,1,3
ACC069446,3,2,3,7,7,2,50,2,1,1,2,1,1
ACC069447,3,2,1,6,12,2,40,0,1,1,1,2,2
ACC069448,2,1,2,3,7,3,40,0,6,4,1,1,1
ACC069449,1,1,1,1,13,6,30,0,4,1,1,1,1
ACC069450,3,3,1,6,16,9,30,1,4,3,2,1,1
ACC069451,1,2,1,6,18,9,30,0,5,3,1,1,3
ACC069452,3,2,1,1,16,2,40,4,1,1,4,1,11
ACC069453,3,2,2,1,8,3,30,4,1,2,1,1,1
ACC069454,1,2,1,5,13,3,30,4,7,2,1,1,1
ACC069455,3,2,2,3,18,2,70,1,1,2,1,1,4
ACC069456,3,2,2,6,6,1,30,0,1,7,1,1,1
ACC069457,3,1,3,2,19,2,30,0,1,1,4,1,4
ACC069458,3,1,1,7,17,1,60,1,5,4,2,2,11
ACC069459,3,4,1,7,18,1,30,1,1,5,2,1,3
ACC069460,3,2,1,2,6,2,30,0,4,1,2,2,1
ACC069461,3,2,2,6,14,2,30,1,1,2,2,1,5
ACC069462,3,2,2,4,6,6,60,1,1,3,1,1,3
ACC069463,3,2,1,4,13,1,70,0,1,2,1,1,9
ACC069464,2,2,1,4,12,9,60,0,7,2,1,1,1
ACC069465,3,4,1,7,19,1,30,0,6,1,1,1,1
ACC069466,3,2,1,5,20,2,70,1,4,2,2,2,4
ACC069467,3,1,2,4,12,7,50,4,1,1,3,1,5
ACC069468,3,2,1,2,2,7,70,2,4,2,2,1,9
ACC069469,3,3,1,5,17,2,40,0,1,5,1,2,5
ACC069470,3,1,1,5,19,2,20,0,4,1,1,1,9
ACC069471,3,1,1,4,8,2,50,0,1,2,2,2,1
ACC069472,3,2,3,6,18,12,60,4,1,2,3,2,1
ACC069473,3,2,1,1,18,12,30,0,1,1,1,2,1
ACC069474,3,2,1,1,13,1,30,1,1,2,2,2,1
ACC069475,3,2,4,6,9,1,30,1,1,1,1,2,3
ACC069476,3,3,3,5,17,7,30,1,1,2,1,2,1
ACC069477,2,4,1,6,14,1,60,1,1,2,1,1,1
ACC069478,2,2,1,2,2,9,40,1,6,2,1,1,2
ACC069479,1,3,2,3,16,12,30,0,4,1,1,2,9
ACC069480,3,4,1,4,14,6,40,0,6,1,4,1,3
ACC069481,3,3,1,3,9,1,70,4,4,2,1,2,1
ACC069482,3,2,1,7,15,12,30,1,5,1,1,1,1
ACC069483,3,2,3,1,4,9,50,2,4,1,2,1,3
ACC069484,3,2,2,2,20,1,30,1,1,5,1,2,4
ACC069485,1,2,2,3,9,9,70,0,1,1,1,1,9
ACC069486,3,4,2,2,19,1,30,0,5,2,1,1,11
ACC069487,3,1,1,4,0,7,60,4,4,2,2,2,1
ACC069488,3,2,3,6,12,3,50,4,1,1,2,2,1
ACC069489,3,3,1,1,17,12,50,2,4,1,2,1,5
ACC069490,2,3,1,6,16,1,70,1,5,2,2,1,1
ACC069491,2,2,1,7,4,3,70,0,4,1,5,1,11
ACC069492,3,3,1,4,0,9,70,0,1,1,2,1,1
ACC069493,3,1,3,3,15,7,70,1,4,1,1,2,2
ACC069494,3,2,3,3,13,1,60,0,1,1,3,1,3
ACC069495,3,2,2,6,10,9,60,0,5,9,2,1,1
ACC069496,1,4,2,1,19,2,60,0,6,1,3,1,3
ACC069497,3,2,1,1,8,2,30,0,6,2,1,2,11
ACC069498,3,2,1,1,17,1,70,0,6,1,2,2,3
ACC069499,3,2,1,2,6,6,30,2,1,2,2,2,1
ACC069500,3,3,1,6,19,6,60,1,1,2,2,2,9
ACC069501,3,1,1,2,9,6,60,0,1,3,2,2,1
ACC069502,3,3,1,4,19,2,40,1,4,5,1,2,3
ACC069503,2,1,1,3,21,1,20,1,1,1,3,2,5
ACC069504,3,1,1,5,0,2,30,0,1,1,1,1,9
ACC069505,3,2,1,2,17,12,50,4,6,9,1,1,9
ACC069506,2,2,4,4,7,9,70,2,1,5,1,1,9
ACC069507,3,4,2,5,20,6,60,1,1,1,2,2,1
ACC069508,3,2,2,5,12,2,40,2,1,6,2,1,1
ACC069509,2,2,1,6,6,2,50,1,4,2,4,1,1
ACC069510,3,1,1,5,5,6,30,0,7,1,1,1,1
ACC069511,1,2,1,7,5,1,60,0,1,5,2,2,1
ACC069512,3,2,1,1,18,9,70,1,1,2,1,2,1
ACC069513,3,2,1,4,6,2,30,1,1,4,1,1,1
ACC069514,3,3,1,6,10,2,70,4,6,1,1,1,11
ACC069515,3,3,1,2,19,2,60,0,1,4,1,1,5
ACC069516,1,2,2,3,13,6,30,1,1,1,1,1,2
ACC069517,2,2,3,4,7,7,70,2,4,3,1,1,1
ACC069518,3,1,1,3,13,12,30,1,4,1,2,1,1
ACC069519,3,3,2,7,8,2,50,0,4,1,1,1,1
ACC069520,2,1,1,3,11,1,30,0,5,4,2,2,1
ACC069521,3,2,1,5,20,7,30,2,4,1,1,1,9
ACC069522,3,2,2,3,8,2,70,1,1,6,2,1,9
ACC069523,3,1,4,5,16,12,70,0,1,2,1,2,9
ACC069524,2,1,1,1,10,2,60,2,1,2,4,2,9
ACC069525,3,2,1,1,16,12,30,0,5,1,1,1,3
ACC069526,3,2,2,2,18,9,30,4,4,2,2,1,1
ACC069527,2,4,4,2,17,2,20,1,5,3,2,1,11
ACC069528,3,2,2,3,18,12,50,1,1,5,1,1,1
ACC069529,3,2,1,5,19,2,30,2,1,5,1,1,5
ACC069530,1,3,1,5,10,6,60,0,5,1,2,2,3
ACC069531,2,1,2,5,2,1,40,0,1,2,1,1,3
ACC069532,3,2,2,1,11,2,70,0,5,4,1,2,5
ACC069533,2,2,2,4,9,1,60,1,6,4,2,2,1
ACC069534,3,1,2,5,5,9,50,0,6,6,1,1,1
ACC069535,2,3,2,3,14,1,40,0,6,5,1,1,5
ACC069536,3,2,2,7,12,1,30,1,1,3,2,1,9
ACC069537,3,1,2,5,18,2,40,0,4,3,5,2,1
ACC069538,3,2,1,6,10,3,30,1,1,4,2,2,3
ACC069539,3,2,2,3,9,12,70,1,1,5,2,2,3
ACC069540,3,2,2,6,7,12,60,0,1,1,3,2,11
ACC069541,1,3,1,6,6,6,60,4,6,4,1,2,3
ACC069542,1,3,1,1,8,3,50,1,1,7,2,1,5
ACC069543,3,2,1,2,18,9,30,0,6,1,2,1,9
ACC069544,3,2,1,5,13,1,30,1,5,1,4,1,1
ACC069545,3,2,1,4,6,1,30,2,1,1,3,1,1
ACC069546,3,2,1,7,7,6,70,0,1,1,2,2,1
ACC069547,3,2,1,4,7,3,60,0,1,6,2,1,1
ACC069548,2,2,1,5,12,6,30,0,7,1,1,1,3
ACC069549,1,3,2,3,11,1,30,0,1,3,3,1,4
ACC069550,2,1,1,3,11,7,30,0,6,5,1,1,1
ACC069551,3,2,2,1,16,9,40,0,1,5,2,2,4
ACC069552,3,3,3,7,17,3,30,0,1,1,1,2,1
ACC069553,3,2,1,4,9,2,60,4,4,2,2,2,5
ACC069554,3,3,1,6,15,12,40,0,1,1,2,2,1
ACC069555,3,2,3,2,12,1,70,1,4,1,1,1,9
ACC069556,3,2,1,2,4,6,30,1,1,1,2,1,2
ACC069557,3,2,4,1,20,2,70,4,5,1,1,2,1
ACC069558,2,2,1,1,16,2,50,4,5,1,4,1,1
ACC069559,3,1,1,3,12,12,30,0,1,1,3,1,4
ACC069560,3,2,1,4,13,3,30,4,5,1,2,1,1
ACC069561,3,2,2,7,12,9,50,1,4,5,1,1,9
ACC069562,3,2,1,1,9,3,30,0,1,2,1,2,1
ACC069563,2,2,1,1,19,9,30,0,5,2,5,1,9
ACC069564,1,2,2,7,10,1,60,1,4,4,1,1,11
ACC069565,3,3,3,2,15,2,60,0,1,1,3,2,1
ACC069566,2,2,1,3,20,2,30,1,1,4,2,2,4
ACC069567,2,2,1,1,16,7,60,0,4,1,3,1,2
ACC069568,3,2,2,4,6,6,60,0,6,1,2,1,2
ACC069569,2,4,2,6,7,2,70,2,7,1,1,1,9
ACC069570,3,2,3,3,7,1,70,1,1,1,2,2,1
ACC069571,3,3,2,5,10,3,60,1,6,1,3,1,1
ACC069572,2,4,2,1,11,9,60,0,4,7,4,1,4
ACC069573,2,2,1,5,11,3,30,0,1,2,2,2,11
ACC069574,1,3,1,1,8,2,60,4,6,2,2,1,3
ACC069575,3,1,1,6,14,3,60,0,1,4,2,2,9
ACC069576,3,1,1,4,9,9,70,2,7,4,2,1,4
ACC069577,3,2,1,2,11,12,20,2,4,1,4,1,5
ACC069578,3,1,1,1,17,2,60,1,1,3,2,2,1
ACC069579,3,2,2,5,21,7,50,1,4,7,2,1,3
